"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","anatomical structure maturation","GO:0071695","1","0","71","544","7","15922","S1PR1,LRRK2,CX3CR1,SPTBN4,SCARF1,XYLT1,C3"
"GO:BP","protein localization to extracellular region","GO:0071692","1","0","456","544","30","15922","GBP5,AIM2,GBP1,P2RX7,CD274,HLA-DRB1,NOD2,BTN3A2,PLEK,CLEC9A,ATP13A2,BTN3A1,HLA-E,HCAR2,ADAM8,RIPK2,TLR8,GHRL,CLEC6A,GSDMD,TNFRSF21,S100A13,ZC3H12A,CARD17,CARD16,RSAD2,LRP5,BTN2A2,IFIH1,LILRA2"
"GO:BP","cellular response to indole-3-methanol","GO:0071681","1","0","5","544","1","15922","BRCA1"
"GO:BP","response to indole-3-methanol","GO:0071680","1","0","5","544","1","15922","BRCA1"
"GO:BP","protein-DNA complex subunit organization","GO:0071824","1","0","262","544","12","15922","H2BC21,CDC45,MCM6,MCM7,HELLS,MCM4,DMC1,CDT1,MCM2,CENPM,OIP5,CENPU"
"GO:BP","protein-lipid complex subunit organization","GO:0071825","1","0","44","544","2","15922","AGT,SOAT1"
"GO:BP","plasma lipoprotein particle organization","GO:0071827","1","0","42","544","2","15922","AGT,SOAT1"
"GO:BP","cellular component organization or biogenesis","GO:0071840","1","0","5667","544","193","15922","TIFA,GBP5,ATP1B2,HLA-DMA,MYOZ2,TAP2,UBD,TAP1,HLA-DMB,AIM2,CD40,WARS1,GBP1,CD74,P2RX7,CALCOCO2,S1PR1,LRRK2,HLA-DRA,SEPTIN4,SNX10,GCH1,TRDN,C1QB,HLA-DRB1,CEACAM1,PID1,CCL13,PLEK,AMOT,HGF,TNFSF10,STX11,ATP13A2,DEPTOR,PADI2,OPTN,LIMK2,SH3PXD2A,MSRB1,JAK2,CX3CR1,H2AC19,AGT,ADAM8,ITGA7,COLEC12,MYOF,STEAP4,SLC12A3,PLAAT3,COL9A2,DPYS,MTSS1,TOP2A,SYT1,STAT2,EPHB3,ATP6V0D2,CCL7,ABLIM3,MEIKIN,TAPBP,NRP1,FAS,E2F1,XRN1,CD28,KCNJ2,CAMK2D,TYMP,VCAM1,SPTBN4,ICAM1,NECAB2,MDGA1,MYO7B,RMI2,SEMA6B,RTP4,SCARF1,BCL2L11,GHRL,DNAAF1,MUC1,SPC25,JADE2,CDKN2C,H2BC21,GSDMD,SOAT1,CDC45,AIFM2,TAL1,TRIM22,PRRT2,PML,CDC6,PKIB,RAD54L,B2M,PCLAF,C3,POMP,PLXNA2,MEFV,SCIMP,RASGRF1,LAMB3,ATP8B1,ZC3H12A,ABCB1,MCM6,CTSS,PARP10,CYLD,RECQL4,HORMAD1,ACOT4,IFT122,DAB2,MCM7,FRMD3,RAPGEF2,IFIT2,ALAS1,STAP1,TK1,ZNFX1,RAB20,EXO1,SCIN,ATF5,DSCC1,HELLS,ICAM2,MCM4,ANTXR1,DMC1,ESCO2,NPR1,KIF18B,CDT1,GJD3,LRP5,MCM2,XIRP1,USP6NL,MMP9,FEN1,CDH5,ENPP2,RALB,MARVELD2,TMSB10,EDN1,CENPM,NCAPG,RTN4RL1,SDC2,CDCA5,ZWINT,DTX3L,NRK,PKMYT1,OIP5,CDK1,REEP1,IGF2R,FAM107A,RHOBTB3,BIRC5,PMAIP1,HBEGF,XRCC2,CISH,SCO2,ANLN,DHFR,TAPBPL,BRCA1,ASIC1,PRC1,ANK2,DOP1A,GSTK1,CENPU,C21ORF91,MKI67,MICAL2,CCNA2,KIF11,S100A10"
"GO:BP","cohesin loading","GO:0071921","1","0","6","544","1","15922","CDCA5"
"GO:BP","determination of liver left/right asymmetry","GO:0071910","1","0","6","544","1","15922","DNAAF1"
"GO:BP","determination of digestive tract left/right asymmetry","GO:0071907","1","0","7","544","1","15922","DNAAF1"
"GO:BP","positive regulation of protein serine/threonine kinase activity","GO:0071902","1","0","252","544","13","15922","CD40,LRRK2,NOD2,TNFRSF11A,AGT,ADAM8,RIPK2,GHRL,RAPGEF2,RALB,EDN1,CDK1,GADD45B"
"GO:BP","negative regulation of protein serine/threonine kinase activity","GO:0071901","1","0","118","544","3","15922","AGT,PKIB,LRP5"
"GO:BP","regulation of protein serine/threonine kinase activity","GO:0071900","1","0","410","544","21","15922","CD40,LRRK2,NOD2,TNFRSF11A,CCNE2,AGT,ADAM8,RIPK2,GHRL,CDKN2C,CDC25A,CDC6,PKIB,RAPGEF2,LRP5,RALB,EDN1,PKMYT1,CDK1,GADD45B,CCNA2"
"GO:BP","DNA biosynthetic process","GO:0071897","1","0","148","544","10","15922","HGF,UBE2L6,XRN1,KLF4,TYMS,PKIB,PCLAF,PARP10,DSCC1,DTL"
"GO:BP","macrophage apoptotic process","GO:0071888","1","0","8","544","2","15922","NOD2,IRF7"
"GO:BP","negative regulation of transcription involved in G1/S transition of mitotic cell cycle","GO:0071930","1","0","3","544","1","15922","E2F1"
"GO:BP","adenylate cyclase-activating adrenergic receptor signaling pathway","GO:0071880","1","0","30","544","1","15922","RAPGEF2"
"GO:BP","cellular response to epinephrine stimulus","GO:0071872","1","0","8","544","1","15922","PDE4B"
"GO:BP","response to epinephrine","GO:0071871","1","0","8","544","1","15922","PDE4B"
"GO:BP","cellular response to catecholamine stimulus","GO:0071870","1","0","58","544","3","15922","LRRK2,PDE4B,GNG2"
"GO:BP","response to catecholamine","GO:0071869","1","0","58","544","3","15922","LRRK2,PDE4B,GNG2"
"GO:BP","cellular response to monoamine stimulus","GO:0071868","1","0","58","544","3","15922","LRRK2,PDE4B,GNG2"
"GO:BP","response to monoamine","GO:0071867","1","0","58","544","3","15922","LRRK2,PDE4B,GNG2"
"GO:BP","positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling","GO:0071848","1","0","2","544","1","15922","TNFRSF11A"
"GO:BP","TNFSF11-mediated signaling pathway","GO:0071847","1","0","2","544","1","15922","TNFRSF11A"
"GO:BP","adrenergic receptor signaling pathway","GO:0071875","1","0","34","544","1","15922","RAPGEF2"
"GO:BP","negative regulation of excitatory postsynaptic potential","GO:0090394","1","0","8","544","1","15922","LRRK2"
"GO:BP","cellular senescence","GO:0090398","1","0","65","544","2","15922","PML,B2M"
"GO:BP","organophosphate biosynthetic process","GO:0090407","1","0","495","544","15","15922","IDO1,GK,PID1,PLEK,PDK4,IDO2,LCLAT1,ACSL1,AK1,VPS9D1,RRM2,TYMS,PARP10,NPR1,PCYT1A"
"GO:BP","regulation of protein K63-linked ubiquitination","GO:1900044","1","0","13","544","2","15922","NOD2,PARP10"
"GO:BP","negative regulation of interleukin-2 secretion","GO:1900041","1","0","5","544","1","15922","GBP1"
"GO:BP","regulation of interleukin-2 secretion","GO:1900040","1","0","7","544","1","15922","GBP1"
"GO:BP","regulation of cellular response to heat","GO:1900034","1","0","79","544","1","15922","CAMK2D"
"GO:BP","negative regulation of ruffle assembly","GO:1900028","1","0","5","544","1","15922","STAP1"
"GO:BP","regulation of ruffle assembly","GO:1900027","1","0","22","544","1","15922","STAP1"
"GO:BP","positive regulation of substrate adhesion-dependent cell spreading","GO:1900026","1","0","33","544","2","15922","NRP1,S100A10"
"GO:BP","negative regulation of substrate adhesion-dependent cell spreading","GO:1900025","1","0","12","544","1","15922","GBP1"
"GO:BP","regulation of substrate adhesion-dependent cell spreading","GO:1900024","1","0","47","544","3","15922","GBP1,NRP1,S100A10"
"GO:BP","positive regulation of cytokine production involved in inflammatory response","GO:1900017","1","0","13","544","2","15922","GBP5,NOD2"
"GO:BP","negative regulation of cytokine production involved in inflammatory response","GO:1900016","1","0","22","544","2","15922","MEFV,ZC3H12A"
"GO:BP","regulation of cytokine production involved in inflammatory response","GO:1900015","1","0","41","544","4","15922","GBP5,NOD2,MEFV,ZC3H12A"
"GO:BP","positive regulation of dendrite development","GO:1900006","1","0","43","544","1","15922","C21ORF91"
"GO:BP","cell-cell signaling by wnt","GO:0198738","1","0","435","544","12","15922","PSME2,LRRK2,PSMB9,KREMEN1,PSME1,DKK2,PSMB10,GNG2,PSMB8,CYLD,DAB2,LRP5"
"GO:BP","negative regulation of cell-substrate junction organization","GO:0150118","1","0","16","544","1","15922","FAM107A"
"GO:BP","positive regulation of cell-substrate junction organization","GO:0150117","1","0","19","544","2","15922","NRP1,S100A10"
"GO:BP","regulation of cell-substrate junction organization","GO:0150116","1","0","52","544","3","15922","NRP1,FAM107A,S100A10"
"GO:BP","negative regulation of protein K63-linked ubiquitination","GO:1900045","1","0","8","544","1","15922","PARP10"
"GO:BP","cell-substrate junction organization","GO:0150115","1","0","79","544","4","15922","NRP1,LAMB3,FAM107A,S100A10"
"GO:BP","regulation of hemostasis","GO:1900046","1","0","68","544","5","15922","CEACAM1,PLEK,THBD,ENPP4,EDN1"
"GO:BP","positive regulation of hemostasis","GO:1900048","1","0","21","544","3","15922","PLEK,THBD,ENPP4"
"GO:BP","positive regulation of MDA-5 signaling pathway","GO:1900245","1","0","4","544","1","15922","DDX60"
"GO:BP","positive regulation of NLRP3 inflammasome complex assembly","GO:1900227","1","0","7","544","1","15922","GBP5"
"GO:BP","negative regulation of NLRP3 inflammasome complex assembly","GO:1900226","1","0","4","544","1","15922","MEFV"
"GO:BP","regulation of NLRP3 inflammasome complex assembly","GO:1900225","1","0","12","544","2","15922","GBP5,MEFV"
"GO:BP","positive regulation of protein localization to nucleus","GO:1900182","1","0","58","544","3","15922","ZC3H12A,DTX3L,CDK1"
"GO:BP","regulation of protein localization to nucleus","GO:1900180","1","0","82","544","4","15922","ATP13A2,ZC3H12A,DTX3L,CDK1"
"GO:BP","negative regulation of interleukin-6 secretion","GO:1900165","1","0","18","544","1","15922","ZC3H12A"
"GO:BP","positive regulation of receptor binding","GO:1900122","1","0","7","544","3","15922","NRP1,B2M,MMP9"
"GO:BP","negative regulation of receptor binding","GO:1900121","1","0","15","544","1","15922","B2M"
"GO:BP","regulation of receptor binding","GO:1900120","1","0","21","544","3","15922","NRP1,B2M,MMP9"
"GO:BP","positive regulation of execution phase of apoptosis","GO:1900119","1","0","13","544","1","15922","ZC3H12A"
"GO:BP","regulation of execution phase of apoptosis","GO:1900117","1","0","33","544","1","15922","ZC3H12A"
"GO:BP","positive regulation of endoplasmic reticulum unfolded protein response","GO:1900103","1","0","13","544","2","15922","AGR2,BCL2L11"
"GO:BP","regulation of endoplasmic reticulum unfolded protein response","GO:1900101","1","0","25","544","2","15922","AGR2,BCL2L11"
"GO:BP","positive regulation of G1/S transition of mitotic cell cycle","GO:1900087","1","0","37","544","2","15922","CDC45,CDC6"
"GO:BP","negative regulation of cellular response to insulin stimulus","GO:1900077","1","0","27","544","2","15922","SOCS1,PID1"
"GO:BP","regulation of cellular response to insulin stimulus","GO:1900076","1","0","47","544","2","15922","SOCS1,PID1"
"GO:BP","negative regulation of hemostasis","GO:1900047","1","0","47","544","3","15922","CEACAM1,THBD,EDN1"
"GO:BP","protein localization to cell-cell junction","GO:0150105","1","0","16","544","1","15922","CDH5"
"GO:BP","transport across blood-brain barrier","GO:0150104","1","0","6","544","2","15922","ABCG2,ABCB1"
"GO:BP","multiple spine synapse organization, single dendrite","GO:0150090","1","0","1","544","1","15922","CX3CR1"
"GO:BP","neuron projection arborization","GO:0140058","1","0","21","544","1","15922","NRP1"
"GO:BP","organelle localization by membrane tethering","GO:0140056","1","0","152","544","4","15922","PLEK,STX11,RALB,CDK1"
"GO:BP","cell-cell adhesion in response to extracellular stimulus","GO:0140039","1","0","2","544","1","15922","VCAM1"
"GO:BP","exocytic process","GO:0140029","1","0","51","544","4","15922","PLEK,STX11,PRRT2,RALB"
"GO:BP","mitotic nuclear division","GO:0140014","1","0","247","544","16","15922","CD28,CDC6,DSCC1,KIF18B,CDT1,LRP5,EDN1,NCAPG,CDCA5,ZWINT,PKMYT1,BIRC5,ANLN,PRC1,MKI67,KIF11"
"GO:BP","meiotic nuclear division","GO:0140013","1","0","121","544","7","15922","TOP2A,MEIKIN,BCL2L11,RAD54L,SCIMP,HORMAD1,DMC1"
"GO:BP","tight junction organization","GO:0120193","1","0","55","544","2","15922","CDH5,MARVELD2"
"GO:BP","tight junction assembly","GO:0120192","1","0","53","544","2","15922","CDH5,MARVELD2"
"GO:BP","steroid hormone biosynthetic process","GO:0120178","1","0","51","544","1","15922","HSD11B1"
"GO:BP","negative regulation of cold-induced thermogenesis","GO:0120163","1","0","47","544","1","15922","IL15"
"GO:BP","positive regulation of cold-induced thermogenesis","GO:0120162","1","0","97","544","4","15922","JAK2,ACSL1,GHRL,EPAS1"
"GO:BP","regulation of cold-induced thermogenesis","GO:0120161","1","0","144","544","5","15922","IL15,JAK2,ACSL1,GHRL,EPAS1"
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","1","0","478","544","12","15922","LRRK2,SYT1,EPHB3,NRP1,SPTBN4,SEMA6B,PLXNA2,RAPGEF2,ENPP2,SDC2,NRK,RHOBTB3"
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","1","0","1151","544","32","15922","ATP1B2,P2RX7,S1PR1,LRRK2,SNX10,PLEK,MTSS1,SYT1,EPHB3,ABLIM3,NRP1,SPTBN4,SEMA6B,SCARF1,GHRL,DNAAF1,PLXNA2,RASGRF1,ATP8B1,CYLD,IFT122,RAPGEF2,STAP1,ENPP2,RTN4RL1,SDC2,NRK,CDK1,RHOBTB3,ANLN,DHFR,C21ORF91"
"GO:BP","regulation of plasma membrane bounded cell projection organization","GO:0120035","1","0","473","544","18","15922","ATP1B2,P2RX7,LRRK2,SYT1,EPHB3,NRP1,SEMA6B,SCARF1,PLXNA2,ATP8B1,CYLD,RAPGEF2,STAP1,ENPP2,RTN4RL1,SDC2,ANLN,C21ORF91"
"GO:BP","positive regulation of plasma membrane bounded cell projection assembly","GO:0120034","1","0","81","544","3","15922","P2RX7,NRP1,ANLN"
"GO:BP","negative regulation of plasma membrane bounded cell projection assembly","GO:0120033","1","0","27","544","1","15922","STAP1"
"GO:BP","dendrite arborization","GO:0140059","1","0","7","544","1","15922","NRP1"
"GO:BP","extracellular vesicle biogenesis","GO:0140112","1","0","22","544","1","15922","ATP13A2"
"GO:BP","export across plasma membrane","GO:0140115","1","0","50","544","3","15922","ATP1B2,ABCG2,ABCB1"
"GO:BP","positive regulation of lymphocyte chemotaxis","GO:0140131","1","0","18","544","1","15922","CCL7"
"GO:BP","multiple spine synapse organization","GO:0150089","1","0","1","544","1","15922","CX3CR1"
"GO:BP","positive regulation of neuroinflammatory response","GO:0150078","1","0","17","544","1","15922","STAP1"
"GO:BP","regulation of neuroinflammatory response","GO:0150077","1","0","41","544","2","15922","STAP1,MMP9"
"GO:BP","neuroinflammatory response","GO:0150076","1","0","62","544","3","15922","JAK2,STAP1,MMP9"
"GO:BP","positive regulation of protein-glutamine gamma-glutamyltransferase activity","GO:0150074","1","0","2","544","1","15922","PLAAT4"
"GO:BP","regulation of protein-glutamine gamma-glutamyltransferase activity","GO:0150073","1","0","2","544","1","15922","PLAAT4"
"GO:BP","regulation of deacetylase activity","GO:0150065","1","0","10","544","1","15922","CAMK2D"
"GO:BP","vertebrate eye-specific patterning","GO:0150064","1","0","3","544","1","15922","C3"
"GO:BP","positive regulation of RIG-I signaling pathway","GO:1900246","1","0","9","544","1","15922","DDX60"
"GO:BP","visual system development","GO:0150063","1","0","168","544","6","15922","NRP1,C3,MAF,IFT122,LRP5,SCO2"
"GO:BP","basal dendrite arborization","GO:0150020","1","0","3","544","1","15922","NRP1"
"GO:BP","basal dendrite morphogenesis","GO:0150019","1","0","3","544","1","15922","NRP1"
"GO:BP","basal dendrite development","GO:0150018","1","0","3","544","1","15922","NRP1"
"GO:BP","lipid import into cell","GO:0140354","1","0","15","544","1","15922","ACSL1"
"GO:BP","lipid export from cell","GO:0140353","1","0","14","544","2","15922","AGT,GHRL"
"GO:BP","protein mono-ADP-ribosylation","GO:0140289","1","0","11","544","2","15922","PARP10,PARP12"
"GO:BP","cell-cell fusion","GO:0140253","1","0","38","544","1","15922","SH3PXD2A"
"GO:BP","presynaptic endocytosis","GO:0140238","1","0","39","544","1","15922","SYT1"
"GO:BP","complement-mediated synapse pruning","GO:0150062","1","0","3","544","1","15922","C3"
"GO:BP","regulation of DNA-directed DNA polymerase activity","GO:1900262","1","0","7","544","1","15922","DSCC1"
"GO:BP","positive regulation of DNA-directed DNA polymerase activity","GO:1900264","1","0","7","544","1","15922","DSCC1"
"GO:BP","regulation of long-term synaptic potentiation","GO:1900271","1","0","28","544","1","15922","FAM107A"
"GO:BP","regulation of voltage-gated calcium channel activity","GO:1901385","1","0","30","544","2","15922","PDE4B,SRI"
"GO:BP","positive regulation of potassium ion transmembrane transport","GO:1901381","1","0","34","544","2","15922","ATP1B2,ANK2"
"GO:BP","regulation of potassium ion transmembrane transport","GO:1901379","1","0","75","544","2","15922","ATP1B2,ANK2"
"GO:BP","organic cyclic compound biosynthetic process","GO:1901362","1","0","3366","544","117","15922","IRF1,MYOZ2,IL31RA,IDO1,PSME2,AIM2,LBH,ASCL2,CD40,CD74,CIITA,ETV7,GCH1,PSMB9,CD38,TBX21,CXCL10,NOD2,PID1,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,NMI,IDO2,PADI2,STAT1,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,E2F2,ONECUT2,UBE2L6,E2F8,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,ACSL1,PSMB8,E2F1,XRN1,MYBL2,CAMK2D,TYMP,AK1,HSD3B7,OSBPL6,CASZ1,KLF4,SSBP3,TOX2,MUC1,ARNTL2,VPS9D1,RRM2,TNFSF18,CD80,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,PCLAF,ATP8B1,ZC3H12A,PARP10,CYLD,EBF4,MAF,DAB2,RAPGEF2,HSD11B1,ALAS1,TK1,ZNFX1,ATF5,IRF7,DSCC1,CARD16,HELLS,NPR1,CDT1,LRP5,CDH5,ADORA3,FAXDC2,EDN1,NCF1,DTX3L,CDK1,BIRC5,DHFR,SBNO2,BRCA1,DTL,TRIM31,MAFF,MICAL2"
"GO:BP","organic cyclic compound catabolic process","GO:1901361","1","0","584","544","23","15922","IDO1,PSME2,PSMB9,PSME1,ISG20,IDO2,PSMB10,DPYS,IL4I1,SLC11A1,PSMB8,E2F1,XRN1,TYMP,SIDT2,SCARF1,ENPP4,SAMD4A,APOBEC3G,ZC3H12A,HSD11B1,FEN1,GTPBP1"
"GO:BP","organic cyclic compound metabolic process","GO:1901360","1","0","4949","544","165","15922","IRF1,MYOZ2,IL31RA,IDO1,PSME2,AIM2,LBH,ASCL2,CD40,WARS1,CD74,P2RX7,CIITA,LRRK2,ETV7,GCH1,PSMB9,FBXO6,CD38,APOL2,TBX21,CXCL10,NOD2,PID1,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,ABCG2,ISG20,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,NMI,IDO2,PADI2,STAT1,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,E2F2,ONECUT2,DPYS,UBE2L6,E2F8,TOP2A,IL4I1,GIMAP7,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,ACSL1,PSMB8,E2F1,XRN1,MYBL2,CAMK2D,TYMP,CYP1A1,AK1,HSD3B7,MCM10,OSBPL6,SIDT2,CASZ1,GINS2,RMI2,KLF4,SSBP3,SCARF1,TOX2,MUC1,ARNTL2,APOBEC3D,VPS9D1,RRM2,ENPP4,SAMD4A,TNFSF18,CD80,SOAT1,TYMS,CDC45,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,RAD54L,ZNF367,PCLAF,APOBEC3A,APOBEC3G,ATP8B1,ZC3H12A,TICRR,MCM6,PARP10,CYLD,EBF4,RECQL4,MAF,HORMAD1,ACOT4,DAB2,MCM7,RAPGEF2,HSD11B1,ALAS1,TK1,ZNFX1,MTHFD2,EXO1,ATF5,IRF7,DSCC1,CARD16,HELLS,SLC2A6,MCM4,DMC1,NPR1,CDT1,SULT1C2,LRP5,MCM2,FEN1,CDH5,PPA1,ADORA3,FAXDC2,EDN1,GTPBP1,CDCA5,DHRS9,NCF1,DTX3L,PIWIL4,CDK1,BIRC5,XRCC2,DHFR,ADARB2,SBNO2,BRCA1,DTL,TRIM31,NEIL3,TTC39B,MAFF,MICAL2,DGAT2"
"GO:BP","negative regulation of vasculature development","GO:1901343","1","0","180","544","11","15922","CXCL10,AMOT,STAT1,E2F2,KLF4,GHRL,PML,NPR1,PDE3B,MIR503,THBS2"
"GO:BP","regulation of vasculature development","GO:1901342","1","0","377","544","19","15922","CD40,WARS1,CXCL10,CEACAM1,AMOT,STAT1,E2F2,KLF4,GHRL,PML,ZC3H12A,RAPGEF2,NPR1,CDH5,PDE3B,VEGFC,MIR503,THBS2,BRCA1"
"GO:BP","negative regulation of hydrogen peroxide-mediated programmed cell death","GO:1901299","1","0","7","544","1","15922","HGF"
"GO:BP","regulation of hydrogen peroxide-mediated programmed cell death","GO:1901298","1","0","9","544","1","15922","HGF"
"GO:BP","nucleoside phosphate biosynthetic process","GO:1901293","1","0","208","544","11","15922","IDO1,PID1,PDK4,IDO2,ACSL1,AK1,VPS9D1,RRM2,TYMS,PARP10,NPR1"
"GO:BP","carbohydrate derivative transport","GO:1901264","1","0","40","544","2","15922","SLC37A1,AGR2"
"GO:BP","positive regulation of NIK/NF-kappaB signaling","GO:1901224","1","0","62","544","1","15922","NOD2"
"GO:BP","negative regulation of NIK/NF-kappaB signaling","GO:1901223","1","0","29","544","2","15922","ZC3H12A,CYLD"
"GO:BP","regulation of NIK/NF-kappaB signaling","GO:1901222","1","0","95","544","3","15922","NOD2,ZC3H12A,CYLD"
"GO:BP","negative regulation of neuron death","GO:1901215","1","0","110","544","5","15922","LRRK2,HLA-F,ATP13A2,CX3CR1,ADAM8"
"GO:BP","regulation of neuron death","GO:1901214","1","0","184","544","5","15922","LRRK2,HLA-F,ATP13A2,CX3CR1,ADAM8"
"GO:BP","regulation of endothelial tube morphogenesis","GO:1901509","1","0","6","544","1","15922","CXCL10"
"GO:BP","regulation of mitophagy","GO:1901524","1","0","10","544","1","15922","OPTN"
"GO:BP","positive regulation of mitophagy","GO:1901526","1","0","9","544","1","15922","OPTN"
"GO:BP","positive regulation of anion channel activity","GO:1901529","1","0","3","544","1","15922","ABCB1"
"GO:BP","regulation of lymphocyte chemotaxis","GO:1901623","1","0","23","544","4","15922","CXCL10,KLRK1,PADI2,CCL7"
"GO:BP","organic hydroxy compound biosynthetic process","GO:1901617","1","0","210","544","7","15922","GCH1,PLEK,HSD3B7,OSBPL6,RAPGEF2,FAXDC2,DHFR"
"GO:BP","organic hydroxy compound catabolic process","GO:1901616","1","0","51","544","1","15922","SCARF1"
"GO:BP","organic hydroxy compound metabolic process","GO:1901615","1","0","406","544","15","15922","GCH1,APOL2,GK,PLEK,CYP1A1,HSD3B7,OSBPL6,SCARF1,SOAT1,RAPGEF2,DHRS3,FAXDC2,DHRS9,DHFR,TTC39B"
"GO:BP","alpha-amino acid catabolic process","GO:1901606","1","0","96","544","3","15922","IDO1,IDO2,IL4I1"
"GO:BP","alpha-amino acid metabolic process","GO:1901605","1","0","175","544","3","15922","IDO1,IDO2,IL4I1"
"GO:BP","organic substance biosynthetic process","GO:1901576","1","0","5030","544","164","15922","IRF1,MYOZ2,IL31RA,IDO1,PSME2,AIM2,LBH,ASCL2,CD40,WARS1,CD74,CIITA,ETV7,GCH1,PSMB9,CD38,GK,TBX21,CXCL10,NOD2,CEACAM1,PID1,G6PC,PLEK,HGF,RHEBL1,NLRC5,PSME1,ACOD1,BATF2,LTC4S,CHRD,EGR2,PDK4,ATF3,TNFRSF11A,NMI,IDO2,PADI2,STAT1,LCLAT1,JAK2,CX3CR1,PSMB10,H2AC19,AGT,ADAM8,PIM1,IFI27,TESC,RIPK2,TLR8,E2F2,ONECUT2,UBE2L6,E2F8,GALNT18,OVOL1,BATF3,SLC11A1,STAT2,BHLHE41,IL27,ACSL1,PSMB8,E2F1,XRN1,CD28,MYBL2,CAMK2D,TYMP,CYP1A1,AK1,HSD3B7,MCM10,OSBPL6,CASZ1,NECAB2,GINS2,RMI2,KLF4,SSBP3,TOX2,GHRL,MUC1,ARNTL2,VPS9D1,RRM2,SAMD4A,TNFSF18,CD80,SOAT1,TYMS,CDC45,XYLT1,TAL1,EPAS1,TRIM22,PML,CDC6,PKIB,ZNF367,PCLAF,C3,CLSPN,ATP8B1,ZC3H12A,TICRR,MCM6,JAK3,PARP10,CYLD,EBF4,RECQL4,MAF,DAB2,MCM7,RAPGEF2,HSD11B1,ALAS1,TK1,ZNFX1,EXO1,ATF5,IRF7,DSCC1,CARD16,HELLS,MCM4,ESCO2,NPR1,CDT1,TMTC1,LRP5,MCM2,FEN1,CDH5,PPA1,ADORA3,FAXDC2,EDN1,GTPBP1,SDC2,DHRS9,CNDP2,NCF1,DTX3L,MIR503,CDK1,BIRC5,SLC45A3,SAT1,SGPL1,DHFR,PCYT1A,SBNO2,BRCA1,DTL,TRIM31,GSTK1,MAFF,MICAL2,CCNA2,DGAT2"
"GO:BP","organic substance catabolic process","GO:1901575","1","0","1878","544","57","15922","IDO1,UBD,PSME2,P2RX7,LRRK2,PSMB9,FBXO6,LAMP3,TBX21,ERAP2,CEACAM1,ATP13A2,PSME1,ISG20,IDO2,HCAR2,PSMB10,NUB1,ADAM8,IFI27,PLAAT3,DPYS,UBE2L6,IL4I1,SLC11A1,PSMB8,E2F1,XRN1,TYMP,SIDT2,SCARF1,ENPP4,SAMD4A,PML,RNF19B,APOBEC3G,ZC3H12A,CTSS,ACOT4,LYVE1,DAB2,PLA1A,HSD11B1,SLC2A6,LRP5,FEN1,CTSO,ENPP2,PDE3B,PGA5,GTPBP1,SDC2,DTX3L,CDK1,PMAIP1,SGPL1,DTL"
"GO:BP","regulation of extracellular matrix assembly","GO:1901201","1","0","12","544","1","15922","AGT"
"GO:BP","fatty acid derivative transport","GO:1901571","1","0","26","544","2","15922","TNFRSF11A,P2RX4"
"GO:BP","fatty acid derivative metabolic process","GO:1901568","1","0","153","544","6","15922","CD74,LTC4S,ACSL1,CYP1A1,EDN1,DGAT2"
"GO:BP","organonitrogen compound biosynthetic process","GO:1901566","1","0","1634","544","40","15922","IDO1,WARS1,CD74,GCH1,PID1,PDK4,IDO2,JAK2,TLR8,GALNT18,ACSL1,CD28,TYMP,NECAB2,KLF4,GHRL,MUC1,VPS9D1,SAMD4A,CD80,SOAT1,TYMS,XYLT1,ZC3H12A,JAK3,PARP10,ALAS1,TK1,NPR1,TMTC1,PPA1,GTPBP1,SDC2,CNDP2,MIR503,SAT1,SGPL1,DHFR,PCYT1A,GSTK1"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","1","0","1126","544","38","15922","IDO1,UBD,PSME2,LRRK2,PSMB9,FBXO6,LAMP3,TBX21,ERAP2,CEACAM1,ATP13A2,PSME1,IDO2,PSMB10,NUB1,ADAM8,IFI27,DPYS,UBE2L6,IL4I1,PSMB8,TYMP,ENPP4,PML,RNF19B,APOBEC3G,CTSS,LYVE1,DAB2,CTSO,ENPP2,PGA5,SDC2,DTX3L,CDK1,PMAIP1,SGPL1,DTL"
